,price
34542,2294
34543,1008
34544,6750
34545,4113
34546,4637
34547,7629
34548,684
34549,1114
34550,1076
34551,645
34552,5860
34553,863
34554,7234
34555,1964
34556,4010
34557,669
34558,979
34559,4103
34560,5014
34561,8654
34562,1683
34563,3251
34564,3696
34565,2394
34566,1429
34567,7189
34568,759
34569,2167
34570,964
34571,3478
34572,5749
34573,1654
34574,16171
34575,422
34576,4199
34577,1449
34578,2403
34579,5544
34580,4703
34581,4704
34582,2348
34583,3109
34584,828
34585,11969
34586,1147
34587,500
34588,1046
34589,5544
34590,9600
34591,1214
34592,6308
34593,17247
34594,1813
34595,7487
34596,4077
34597,959
34598,1808
34599,13445
34600,3471
34601,7209
34602,17892
34603,6250
34604,863
34605,2441
34606,1881
34607,3734
34608,4167
34609,1180
34610,10556
34611,7742
34612,645
34613,1081
34614,1664
34615,423
34616,6822
34617,6164
34618,2485
34619,3017
34620,6319
34621,2048
34622,1122
34623,17469
34624,2046
34625,5537
34626,863
34627,6159
34628,4021
34629,15819
34630,1087
34631,11400
34632,5141
34633,8752
34634,9683
34635,4135
34636,4078
34637,644
34638,632
34639,3170
34640,2893
34641,921
34642,7278
34643,663
34644,957
34645,636
34646,888
34647,2729
34648,3915
34649,15096
34650,1043
34651,561
34652,1968
34653,11792
34654,17574
34655,7258
34656,15877
34657,4559
34658,500
34659,1024
34660,1807
34661,3929
34662,8852
34663,1140
34664,683
34665,4851
34666,507
34667,540
34668,489
34669,1088
34670,612
34671,18181
34672,936
34673,789
34674,1338
34675,2373
34676,1863
34677,1709
34678,874
34679,10316
34680,5932
34681,4603
34682,802
34683,663
34684,4026
34685,2352
34686,2203
34687,2613
34688,439
34689,13157
34690,12639
34691,498
34692,12791
34693,6653
34694,3507
34695,3718
34696,2271
34697,2160
34698,17766
34699,1050
34700,2986
34701,14605
34702,2119
34703,645
34704,1235
34705,9298
34706,539
34707,7245
34708,2674
34709,1026
34710,12179
34711,838
34712,4312
34713,4714
34714,537
34715,3299
34716,5930
34717,5266
34718,10640
34719,7109
34720,2308
34721,772
34722,3771
34723,707
34724,561
34725,10609
34726,4978
34727,790
34728,1400
34729,1286
34730,17760
34731,2512
34732,18342
34733,666
34734,1676
34735,1849
34736,9901
34737,4685
34738,8069
34739,872
34740,723
34741,3267
34742,3194
34743,775
34744,13088
34745,2401
34746,732
34747,1899
34748,1244
34749,4732
34750,666
34751,1845
34752,1707
34753,1033
34754,489
34755,984
34756,2224
34757,18232
34758,5993
34759,968
34760,2010
34761,5204
34762,988
34763,3330
34764,1580
34765,14308
34766,3639
34767,1200
34768,4355
34769,1644
34770,1272
34771,588
34772,4074
34773,5163
34774,1815
34775,10313
34776,1097
34777,18741
34778,2459
34779,1377
34780,5740
34781,5264
34782,12232
34783,402
34784,1156
34785,4692
34786,795
34787,4255
34788,625
34789,4963
34790,859
34791,5553
34792,3724
34793,9678
34794,1138
34795,4232
34796,1819
34797,4256
34798,9009
34799,1753
34800,4730
34801,1166
34802,706
34803,14540
34804,438
34805,1098
34806,3198
34807,1340
34808,622
34809,1795
34810,4843
34811,576
34812,649
34813,1243
34814,3398
34815,6720
34816,1087
34817,4360
34818,1628
34819,2596
34820,3786
34821,1815
34822,3580
34823,872
34824,706
34825,12415
34826,4903
34827,552
34828,1781
34829,802
34830,13867
34831,675
34832,3112
34833,7991
34834,1662
34835,4498
34836,765
34837,2722
34838,447
34839,1628
34840,382
34841,1031
34842,3674
34843,1806
34844,904
34845,1837
34846,10389
34847,791
34848,1114
34849,10728
34850,574
34851,4368
34852,2169
34853,3415
34854,12700
34855,1755
34856,638
34857,12199
34858,5799
34859,2737
34860,1607
34861,3663
34862,4704
34863,3420
34864,3765
34865,461
34866,527
34867,6337
34868,1975
34869,862
34870,969
34871,878
34872,7441
34873,12862
34874,5408
34875,505
34876,11746
34877,9138
34878,6990
34879,4637
34880,3450
34881,4443
34882,879
34883,3174
34884,9548
34885,608
34886,473
34887,4404
34888,821
34889,675
34890,1322
34891,995
34892,961
34893,4258
34894,533
34895,646
34896,1250
34897,10113
34898,6683
34899,1607
34900,886
34901,773
34902,6426
34903,5637
34904,1858
34905,11780
34906,3372
34907,4338
34908,6505
34909,1279
34910,14242
34911,2064
34912,7414
34913,6661
34914,2493
34915,4890
34916,707
34917,698
34918,936
34919,5439
34920,3270
34921,894
34922,487
34923,4740
34924,5221
34925,1081
34926,4032
34927,1966
34928,1590
34929,3619
34930,491
34931,2723
34932,878
34933,477
34934,3246
34935,1811
34936,14465
34937,3129
34938,1053
34939,11538
34940,3041
34941,2335
34942,1355
34943,2256
34944,625
34945,6239
34946,4606
34947,3520
34948,2847
34949,1915
34950,730
34951,763
34952,5925
34953,17116
34954,5057
34955,889
34956,7991
34957,3881
34958,407
34959,5166
34960,776
34961,4364
34962,1097
34963,467
34964,1081
34965,2282
34966,465
34967,968
34968,4424
34969,12242
34970,874
34971,4642
34972,2177
34973,1433
34974,827
34975,6581
34976,1656
34977,617
34978,1602
34979,2363
34980,4507
34981,2939
34982,1580
34983,2074
34984,911
34985,1966
34986,3795
34987,1063
34988,5358
34989,905
34990,852
34991,2382
34992,2473
34993,4845
34994,7388
34995,7848
34996,3212
34997,1813
34998,1209
34999,2961
35000,484
35001,12654
35002,3238
35003,8057
35004,840
35005,18398
35006,2850
35007,633
35008,14970
35009,1073
35010,10380
35011,620
35012,1134
35013,4030
35014,3136
35015,1177
35016,983
35017,4240
35018,3344
35019,828
35020,3669
35021,607
35022,791
35023,545
35024,1035
35025,14364
35026,646
35027,716
35028,4472
35029,4541
35030,621
35031,12629
35032,649
35033,942
35034,3252
35035,8348
35036,2596
35037,597
35038,8631
35039,6108
35040,3496
35041,6199
35042,1007
35043,2749
35044,1100
35045,2719
35046,657
35047,5722
35048,1330
35049,829
35050,1991
35051,5430
35052,596
35053,5480
35054,2363
35055,2174
35056,756
35057,2926
35058,2332
35059,6662
35060,2720
35061,589
35062,5174
35063,6325
35064,1954
35065,586
35066,16733
35067,507
35068,933
35069,14527
35070,3425
35071,2337
35072,4977
35073,2501
35074,687
35075,1708
35076,2573
35077,833
35078,4181
35079,402
35080,383
35081,640
35082,6458
35083,4916
35084,627
35085,2259
35086,3222
35087,4482
35088,818
35089,6902
35090,2345
35091,1254
35092,918
35093,980
35094,2715
35095,4848
35096,1291
35097,3739
35098,622
35099,558
35100,8736
35101,5177
35102,984
35103,923
35104,3669
35105,1662
35106,10286
35107,7955
35108,4339
35109,6466
35110,5849
35111,13574
35112,868
35113,1694
35114,8687
35115,4200
35116,645
35117,1279
35118,14350
35119,6794
35120,11255
35121,5773
35122,1687
35123,2274
35124,5005
35125,2787
35126,954
35127,12823
35128,1243
35129,2553
35130,8256
35131,3881
35132,2761
35133,2063
35134,648
35135,419
35136,650
35137,3544
35138,6093
35139,3363
35140,5003
35141,14982
35142,17267
35143,15385
35144,2942
35145,2890
35146,473
35147,2416
35148,4900
35149,2542
35150,552
35151,1892
35152,14208
35153,2596
35154,4032
35155,6415
35156,7687
35157,470
35158,1431
35159,10430
35160,477
35161,5116
35162,2177
35163,4535
35164,1011
35165,3326
35166,2497
35167,473
35168,789
35169,477
35170,3294
35171,1292
35172,3945
35173,9383
35174,12985
35175,6120
35176,1153
35177,505
35178,10669
35179,3954
35180,605
35181,10429
35182,3745
35183,475
35184,10304
35185,2801
35186,13113
35187,574
35188,4911
35189,12515
35190,702
35191,469
35192,6313
35193,6748
35194,703
35195,4687
35196,18692
35197,4498
35198,3447
35199,18007
35200,2313
35201,1619
35202,1716
35203,855
35204,16112
35205,2770
35206,12929
35207,801
35208,6124
35209,6272
35210,4004
35211,9471
35212,2107
35213,2739
35214,1087
35215,669
35216,4326
35217,1300
35218,1080
35219,1327
35220,4162
35221,14482
35222,660
35223,3326
35224,545
35225,11611
35226,472
35227,2952
35228,458
35229,2190
35230,2102
35231,16466
35232,3160
35233,3200
35234,841
35235,1689
35236,9901
35237,3242
35238,7108
35239,486
35240,2038
35241,630
35242,1219
35243,4378
35244,2022
35245,911
35246,5040
35247,1359
35248,868
35249,1749
35250,12253
35251,1630
35252,8257
35253,2015
35254,16544
35255,574
35256,1932
35257,2230
35258,14482
35259,12646
35260,2671
35261,844
35262,6606
35263,4312
35264,4704
35265,3833
35266,504
35267,10284
35268,1223
35269,812
35270,1114
35271,3270
35272,1194
35273,5460
35274,17228
35275,4054
35276,874
35277,2708
35278,681
35279,2614
35280,4173
35281,1102
35282,824
35283,878
35284,3878
35285,918
35286,8955
35287,1091
35288,631
35289,8408
35290,4821
35291,4139
35292,961
35293,4662
35294,6963
35295,505
35296,5885
35297,10752
35298,5193
35299,3639
35300,4718
35301,1651
35302,7273
35303,4969
35304,3796
35305,4766
35306,596
35307,4468
35308,1565
35309,715
35310,709
35311,501
35312,1052
35313,1316
35314,8415
35315,726
35316,13034
35317,481
35318,3830
35319,429
35320,1580
35321,5088
35322,4953
35323,3360
35324,1154
35325,2313
35326,10732
35327,1753
35328,766
35329,1243
35330,619
35331,12030
35332,9519
35333,1397
35334,2354
35335,2354
35336,1746
35337,2163
35338,942
35339,2443
35340,530
35341,14368
35342,2339
35343,3892
35344,1873
35345,642
35346,7528
35347,2698
35348,14105
35349,1056
35350,12738
35351,9279
35352,766
35353,4586
35354,489
35355,1875
35356,1836
35357,1024
35358,8184
35359,3701
35360,1129
35361,5515
35362,830
35363,881
35364,2317
35365,842
35366,990
35367,4884
35368,4325
35369,1372
35370,1646
35371,2565
35372,817
35373,473
35374,872
35375,6586
35376,5411
35377,1213
35378,625
35379,3209
35380,1662
35381,1013
35382,4047
35383,561
35384,4506
35385,4423
35386,871
35387,2268
35388,2027
35389,4276
35390,698
35391,1974
35392,1646
35393,814
35394,1389
35395,789
35396,1123
35397,751
35398,596
35399,7133
35400,1814
35401,2512
35402,9055
35403,895
35404,3972
35405,3898
35406,10046
35407,3416
35408,1304
35409,3192
35410,1443
35411,4830
35412,9731
35413,889
35414,628
35415,4900
35416,8212
35417,367
35418,1163
35419,625
35420,14238
35421,2076
35422,1002
35423,3337
35424,7129
35425,554
35426,641
35427,2707
35428,507
35429,734
35430,783
35431,772
35432,5002
35433,530
35434,544
35435,1235
35436,3425
35437,842
35438,646
35439,3669
35440,2316
35441,2539
35442,684
35443,10053
35444,15320
35445,17403
35446,491
35447,579
35448,1687
35449,1874
35450,1205
35451,680
35452,854
35453,9642
35454,607
35455,565
35456,3360
35457,7088
35458,7640
35459,1401
35460,4308
35461,698
35462,5556
35463,8654
35464,658
35465,924
35466,4459
35467,561
35468,675
35469,665
35470,838
35471,3679
35472,4481
35473,2203
35474,846
35475,918
35476,6213
35477,979
35478,1173
35479,791
35480,4826
35481,421
35482,2352
35483,5372
35484,3581
35485,2469
35486,812
35487,1666
35488,3217
35489,545
35490,3659
35491,10165
35492,459
35493,3704
35494,840
35495,796
35496,988
35497,1815
35498,672
35499,2953
35500,7372
35501,12099
35502,720
35503,6849
35504,8419
35505,2593
35506,743
35507,693
35508,4672
35509,1828
35510,7532
35511,561
35512,5582
35513,525
35514,2032
35515,4239
35516,5914
35517,1037
35518,1616
35519,7532
35520,8512
35521,875
35522,13212
35523,1712
35524,918
35525,4946
35526,1921
35527,4488
35528,7380
35529,694
35530,3137
35531,16073
35532,1743
35533,12455
35534,6031
35535,2668
35536,439
35537,8411
35538,2442
35539,5761
35540,11455
35541,5408
35542,984
35543,338
35544,10827
35545,625
35546,1668
35547,11584
35548,648
35549,472
35550,1934
35551,530
35552,3895
35553,17534
35554,2051
35555,4864
35556,4453
35557,16311
35558,2364
35559,2423
35560,1803
35561,8888
35562,2318
35563,551
35564,756
35565,571
35566,516
35567,540
35568,3825
35569,669
35570,956
35571,1032
35572,10181
35573,3928
35574,5147
35575,743
35576,2822
35577,1843
35578,1829
35579,625
35580,4504
35581,509
35582,608
35583,567
35584,2360
35585,4852
35586,6340
35587,1832
35588,14486
35589,843
35590,1402
35591,1421
35592,4175
35593,2059
35594,6626
35595,12899
35596,517
35597,972
35598,1978
35599,3993
35600,698
35601,15920
35602,5103
35603,6479
35604,1774
35605,5171
35606,1228
35607,2756
35608,2251
35609,6352
35610,666
35611,11730
35612,802
35613,5005
35614,16718
35615,1356
35616,3249
35617,711
35618,8133
35619,562
35620,548
35621,982
35622,526
35623,8523
35624,10164
35625,3625
35626,9139
35627,1040
35628,7933
35629,942
35630,2084
35631,1358
35632,2352
35633,1788
35634,545
35635,2313
35636,8840
35637,927
35638,3603
35639,3312
35640,1187
35641,6166
35642,9123
35643,6169
35644,1122
35645,3167
35646,6885
35647,16593
35648,4648
35649,1974
35650,4401
35651,2329
35652,11883
35653,1675
35654,2496
35655,1428
35656,812
35657,805
35658,8426
35659,2310
35660,3639
35661,4234
35662,2439
35663,5314
35664,827
35665,1896
35666,2331
35667,667
35668,1179
35669,952
35670,6773
35671,748
35672,1681
35673,1279
35674,1113
35675,7345
35676,1966
35677,10879
35678,1360
35679,1193
35680,566
35681,2843
35682,2510
35683,1120
35684,2896
35685,1235
35686,1792
35687,551
35688,5197
35689,3964
35690,4387
35691,2167
35692,7001
35693,2536
35694,989
35695,3064
35696,1879
35697,13677
35698,1770
35699,900
35700,6121
35701,4751
35702,732
35703,605
35704,1726
35705,1153
35706,3314
35707,6160
35708,2939
35709,6162
35710,679
35711,1819
35712,5226
35713,1637
35714,1069
35715,2145
35716,4320
35717,776
35718,3856
35719,872
35720,5885
35721,1050
35722,628
35723,2573
35724,13675
35725,1712
35726,3942
35727,948
35728,489
35729,713
35730,554
35731,17849
35732,326
35733,8620
35734,903
35735,926
35736,16929
35737,17555
35738,3368
35739,3553
35740,2852
35741,9901
35742,7795
35743,880
35744,1400
35745,689
35746,766
35747,506
35748,2343
35749,725
35750,946
35751,3090
35752,3449
35753,1073
35754,2760
35755,2932
35756,7519
35757,3052
35758,7840
35759,4484
35760,2583
35761,2123
35762,6108
35763,4420
35764,2184
35765,4762
35766,974
35767,3916
35768,2339
35769,589
35770,4740
35771,911
35772,1250
35773,13626
35774,757
35775,737
35776,707
35777,426
35778,1839
35779,10995
35780,3544
35781,15210
35782,1436
35783,698
35784,4198
35785,2724
35786,17667
35787,544
35788,1013
35789,3323
35790,5113
35791,5214
35792,734
35793,11854
35794,2397
35795,1433
35796,7823
35797,5701
35798,8196
35799,1013
35800,5376
35801,3135
35802,5019
35803,1904
35804,2964
35805,15618
35806,811
35807,791
35808,18423
35809,689
35810,854
35811,4948
35812,1111
35813,7465
35814,3956
35815,3755
35816,5544
35817,730
35818,1226
35819,645
35820,5728
35821,2869
35822,1974
35823,11156
35824,3045
35825,12980
35826,749
35827,1179
35828,436
35829,11825
35830,1565
35831,1956
35832,4688
35833,2804
35834,6962
35835,4503
35836,1046
35837,1273
35838,4535
35839,1197
35840,802
35841,680
35842,1419
35843,2159
35844,5044
35845,2323
35846,4373
35847,1819
35848,844
35849,5899
35850,1689
35851,12981
35852,1413
35853,4395
35854,4113
35855,2730
35856,993
35857,4737
35858,10514
35859,18557
35860,18599
35861,9954
35862,6535
35863,1178
35864,4352
35865,2021
35866,1561
35867,4295
35868,7956
35869,1074
35870,3081
35871,1084
35872,844
35873,4513
35874,1815
35875,1792
35876,4771
35877,1395
35878,4299
35879,6504
35880,1546
35881,2060
35882,5242
35883,487
35884,967
35885,2836
35886,802
35887,4959
35888,6717
35889,6097
35890,11421
35891,1119
35892,1843
35893,851
35894,863
35895,3099
35896,2893
35897,2332
35898,574
35899,838
35900,2399
35901,1033
35902,495
35903,3070
35904,7357
35905,645
35906,11576
35907,962
35908,1221
35909,2200
35910,716
35911,581
35912,589
35913,2337
35914,1013
35915,6398
35916,2759
35917,5599
35918,6439
35919,990
35920,4798
35921,14737
35922,854
35923,642
35924,1849
35925,7072
35926,6344
35927,1878
35928,1335
35929,4535
35930,873
35931,947
35932,625
35933,532
35934,689
35935,10508
35936,3537
35937,15404
35938,1294
35939,992
35940,11491
35941,1966
35942,3180
35943,6846
35944,1166
35945,7786
35946,2488
35947,4308
35948,596
35949,703
35950,2623
35951,522
35952,1077
35953,5621
35954,7338
35955,3740
35956,917
35957,700
35958,5107
35959,984
35960,855
35961,12053
35962,911
35963,2460
35964,2706
35965,2898
35966,5335
35967,6389
35968,18377
35969,3929
35970,462
35971,1400
35972,18691
35973,8404
35974,1131
35975,1786
35976,4201
35977,5577
35978,7506
35979,3578
35980,674
35981,5998
35982,5412
35983,1689
35984,5017
35985,1046
35986,1400
35987,1781
35988,1205
35989,4496
35990,6830
35991,709
35992,1915
35993,6652
35994,6974
35995,14308
35996,924
35997,744
35998,648
35999,2155
36000,920
36001,689
36002,4047
36003,1624
36004,2623
36005,1743
36006,1271
36007,877
36008,3858
36009,706
36010,1061
36011,8683
36012,16709
36013,2878
36014,1355
36015,1689
36016,866
36017,918
36018,4005
36019,6981
36020,3149
36021,1926
36022,624
36023,18781
36024,945
36025,968
36026,14383
36027,12394
36028,1063
36029,1636
36030,3212
36031,2959
36032,709
36033,561
36034,2016
36035,9178
36036,605
36037,4871
36038,4044
36039,10619
36040,3356
36041,791
36042,1720
36043,8313
36044,2496
36045,1323
36046,1161
36047,1576
36048,7335
36049,557
36050,1238
36051,7780
36052,2718
36053,6202
36054,6787
36055,523
36056,1771
36057,1158
36058,706
36059,4926
36060,1356
36061,780
36062,16575
36063,742
36064,4633
36065,5678
36066,4860
36067,1323
36068,5189
36069,1397
36070,3062
36071,4324
36072,6037
36073,9107
36074,2113
36075,1314
36076,4751
36077,1919
36078,891
36079,485
36080,1286
36081,1438
36082,7744
36083,2440
36084,671
36085,2703
36086,574
36087,1833
36088,844
36089,805
36090,5008
36091,749
36092,666
36093,4539
36094,11830
36095,8246
36096,4368
36097,774
36098,4368
36099,2920
36100,9642
36101,1319
36102,9770
36103,9581
36104,1094
36105,5516
36106,8979
36107,558
36108,784
36109,766
36110,854
36111,3884
36112,4315
36113,11257
36114,645
36115,447
36116,5929
36117,3422
36118,737
36119,3652
36120,5351
36121,8248
36122,1211
36123,1727
36124,2890
36125,605
36126,7731
36127,2312
36128,5231
36129,6288
36130,1654
36131,6509
36132,6532
36133,7676
36134,3864
36135,449
36136,1851
36137,906
36138,11161
36139,11713
36140,6586
36141,475
36142,1825
36143,1257
36144,9057
36145,988
36146,462
36147,765
36148,8991
36149,4412
36150,2532
36151,10823
36152,485
36153,1014
36154,10070
36155,472
36156,969
36157,3910
36158,969
36159,3671
36160,2000
36161,1838
36162,10980
36163,955
36164,5068
36165,745
36166,932
36167,820
36168,878
36169,7906
36170,928
36171,487
36172,5318
36173,6108
36174,3850
36175,1013
36176,10332
36177,840
36178,1754
36179,3084
36180,2422
36181,15581
36182,5935
36183,7211
36184,2290
36185,2376
36186,956
36187,2976
36188,3965
36189,16137
36190,4150
36191,644
36192,489
36193,13678
36194,7887
36195,768
36196,7877
36197,2585
36198,5598
36199,470
36200,4481
36201,521
36202,16854
36203,1428
36204,4885
36205,15847
36206,3601
36207,10196
36208,1013
36209,1250
36210,4586
36211,701
36212,1320
36213,2728
36214,1038
36215,714
36216,6366
36217,655
36218,2376
36219,2007
36220,3064
36221,5556
36222,7655
36223,756
36224,642
36225,1080
36226,2618
36227,1999
36228,1806
36229,7957
36230,4439
36231,837
36232,1059
36233,5113
36234,914
36235,2903
36236,4586
36237,942
36238,696
36239,745
36240,645
36241,8260
36242,448
36243,678
36244,12082
36245,659
36246,3838
36247,1956
36248,624
36249,5632
36250,1073
36251,3128
36252,3902
36253,2634
36254,1393
36255,3797
36256,2443
36257,1292
36258,873
36259,4036
36260,5088
36261,5418
36262,1613
36263,3640
36264,18139
36265,3066
36266,6614
36267,788
36268,854
36269,4876
36270,3810
36271,925
36272,1813
36273,589
36274,673
36275,727
36276,703
36277,696
36278,5999
36279,4390
36280,648
36281,2104
36282,518
36283,579
36284,9240
36285,4209
36286,752
36287,991
36288,8660
36289,593
36290,899
36291,11846
36292,692
36293,3759
36294,2599
36295,664
36296,6907
36297,1113
36298,11263
36299,1887
36300,473
36301,374
36302,1723
36303,11146
36304,6302
36305,7218
36306,568
36307,5305
36308,3638
36309,3880
36310,4414
36311,893
36312,816
36313,4989
36314,16896
36315,8602
36316,2042
36317,4149
36318,4771
36319,5488
36320,933
36321,4484
36322,630
36323,1439
36324,2840
36325,373
36326,6860
36327,4374
36328,505
36329,4798
36330,13849
36331,1688
36332,945
36333,8688
36334,17084
36335,5543
36336,454
36337,3370
36338,589
36339,18493
36340,3816
36341,5789
36342,4691
36343,1336
36344,1037
36345,4294
36346,7437
36347,1429
36348,2569
36349,765
36350,2315
36351,4426
36352,2890
36353,3567
36354,4022
36355,4578
36356,832
36357,738
36358,614
36359,6077
36360,3996
36361,11688
36362,1001
36363,421
36364,464
36365,462
36366,11029
36367,1195
36368,506
36369,2234
36370,2251
36371,3846
36372,17740
36373,13600
36374,725
36375,935
36376,3219
36377,1274
36378,13417
36379,984
36380,3742
36381,10748
36382,6022
36383,3963
36384,2643
36385,4849
36386,719
36387,7560
36388,1013
36389,984
36390,765
36391,898
36392,4840
36393,6339
36394,9073
36395,2129
36396,1987
36397,516
36398,1991
36399,2034
36400,1079
36401,3187
36402,1264
36403,1314
36404,4150
36405,2808
36406,814
36407,945
36408,2511
36409,894
36410,2581
36411,630
36412,12271
36413,9648
36414,1746
36415,11870
36416,3121
36417,2279
36418,11202
36419,9908
36420,622
36421,5800
36422,4488
36423,1008
36424,10476
36425,2616
36426,1252
36427,2698
36428,5232
36429,684
36430,1397
36431,6129
36432,1835
36433,694
36434,6782
36435,734
36436,4103
36437,2590
36438,505
36439,764
36440,2648
36441,1592
36442,439
36443,2973
36444,6618
36445,1068
36446,972
36447,2547
36448,523
36449,2591
36450,4516
36451,516
36452,12121
36453,954
36454,3565
36455,2993
36456,4639
36457,2464
36458,4588
36459,4246
36460,1359
36461,502
36462,1712
36463,3139
36464,3587
36465,5645
36466,698
36467,9082
36468,3601
36469,537
36470,764
36471,4020
36472,758
36473,12248
36474,5575
36475,1408
36476,3541
36477,1431
36478,5242
36479,1600
36480,15148
36481,15842
36482,18254
36483,629
36484,10825
36485,4494
36486,605
36487,1930
36488,720
36489,5927
36490,628
36491,649
36492,551
36493,942
36494,4523
36495,4347
36496,4925
36497,4327
36498,5780
36499,625
36500,4118
36501,14236
36502,4267
36503,810
36504,899
36505,4385
36506,778
36507,552
36508,645
36509,2882
36510,6360
36511,17983
36512,1723
36513,957
36514,7541
36515,9817
36516,2826
36517,1053
36518,8907
36519,435
36520,1354
36521,755
36522,1235
36523,4884
36524,7367
36525,8960
36526,1004
36527,7486
36528,3112
36529,802
36530,840
36531,1771
36532,4844
36533,764
36534,3265
36535,1624
36536,1356
36537,844
36538,6712
36539,782
36540,619
36541,6073
36542,529
36543,10106
36544,936
36545,9550
36546,968
36547,9877
36548,544
36549,2803
36550,5538
36551,2035
36552,5670
36553,1574
36554,3741
36555,4278
36556,1563
36557,4659
36558,625
36559,7281
36560,1710
36561,940
36562,4072
36563,3082
36564,4140
36565,645
36566,1569
36567,3595
36568,1979
36569,4422
36570,6062
36571,980
36572,2354
36573,526
36574,3228
36575,3505
36576,972
36577,1003
36578,8334
36579,500
36580,842
36581,5724
36582,5555
36583,844
36584,802
36585,726
36586,6169
36587,765
36588,4899
36589,9845
36590,828
36591,11965
36592,2052
36593,5688
36594,2092
36595,1013
36596,3429
36597,1140
36598,4718
36599,2592
36600,746
36601,720
36602,18508
36603,673
36604,2392
36605,5017
36606,698
36607,1385
36608,4740
36609,1662
36610,6962
36611,7841
36612,1140
36613,2346
36614,1665
36615,854
36616,1212
36617,5805
36618,1701
36619,880
36620,3501
36621,2590
36622,7937
36623,5161
36624,5880
36625,4140
36626,12576
36627,526
36628,863
36629,16954
36630,16466
36631,844
36632,6449
36633,492
36634,6146
36635,1631
36636,4333
36637,478
36638,743
36639,3447
36640,4348
36641,2870
36642,1247
36643,1666
36644,3376
36645,388
36646,8387
36647,5722
36648,5833
36649,1229
36650,752
36651,1333
36652,4854
36653,3872
36654,2272
36655,7988
36656,3613
36657,1919
36658,1044
36659,5326
36660,1897
36661,1595
36662,544
36663,2656
36664,743
36665,688
36666,2394
36667,1960
36668,2861
36669,624
36670,3634
36671,675
36672,2592
36673,9604
36674,2817
36675,1761
36676,2270
36677,4004
36678,1815
36679,9494
36680,2019
36681,15996
36682,1312
36683,14637
36684,1599
36685,1228
36686,596
36687,982
36688,5259
36689,3998
36690,1323
36691,3169
36692,351
36693,3205
36694,1055
36695,642
36696,983
36697,6511
36698,17904
36699,2409
36700,9106
36701,7766
36702,5581
36703,2393
36704,540
36705,1131
36706,2843
36707,2479
36708,2918
36709,12380
36710,10206
36711,10887
36712,7119
36713,5131
36714,1659
36715,2058
36716,738
36717,6177
36718,5539
36719,6291
36720,1096
36721,2459
36722,1363
36723,2782
36724,829
36725,5156
36726,5274
36727,992
36728,4196
36729,734
36730,1388
36731,7127
36732,964
36733,5501
36734,645
36735,7862
36736,15398
36737,6458
36738,2571
36739,904
36740,10427
36741,11104
36742,2431
36743,7535
36744,1013
36745,4466
36746,4609
36747,533
36748,9808
36749,5165
36750,1323
36751,7292
36752,2188
36753,8678
36754,13288
36755,605
36756,3457
36757,4459
36758,2993
36759,949
36760,2098
36761,4084
36762,7813
36763,746
36764,7572
36765,7519
36766,665
36767,2012
36768,4197
36769,3880
36770,13864
36771,4381
36772,810
36773,389
36774,447
36775,10396
36776,4717
36777,425
36778,1605
36779,16694
36780,1246
36781,1315
36782,2985
36783,4413
36784,4253
36785,2056
36786,1107
36787,2755
36788,3323
36789,18392
36790,10045
36791,544
36792,14108
36793,1073
36794,3838
36795,2147
36796,6389
36797,4337
36798,4004
36799,5418
36800,844
36801,632
36802,5500
36803,1251
36804,3640
36805,12697
36806,9727
36807,2343
36808,3109
36809,2202
36810,6749
36811,2298
36812,14426
36813,8119
36814,666
36815,9813
36816,2030
36817,1698
36818,4903
36819,3511
36820,1316
36821,2551
36822,4853
36823,1166
36824,612
36825,626
36826,2443
36827,16036
36828,14404
36829,1588
36830,1689
36831,6108
36832,627
36833,8019
36834,7577
36835,878
36836,663
36837,2763
36838,9419
36839,4082
36840,13427
36841,1819
36842,6177
36843,1178
36844,630
36845,795
36846,4389
36847,2249
36848,6324
36849,13767
36850,575
36851,4492
36852,1143
36853,790
36854,1232
36855,4672
36856,2640
36857,2079
36858,1354
36859,7515
36860,4320
36861,2647
36862,1692
36863,1318
36864,6013
36865,1033
36866,1692
36867,1662
36868,6416
36869,725
36870,707
36871,3563
36872,1605
36873,1755
36874,698
36875,6223
36876,491
36877,834
36878,5765
36879,13818
36880,6532
36881,1102
36882,684
36883,2623
36884,809
36885,1076
36886,8258
36887,2527
36888,2346
36889,403
36890,9038
36891,678
36892,3564
36893,4537
36894,6754
36895,1895
36896,1364
36897,8467
36898,964
36899,7385
36900,532
36901,1806
36902,765
36903,5387
36904,4191
36905,16068
36906,1059
36907,995
36908,3373
36909,544
36910,1610
36911,1004
36912,844
36913,8313
36914,3077
36915,3796
36916,4381
36917,5821
36918,504
36919,4269
36920,1071
36921,11437
36922,723
36923,394
36924,3282
36925,4186
36926,710
36927,4533
36928,14375
36929,765
36930,10685
36931,918
36932,1949
36933,6030
36934,5497
36935,761
36936,17063
36937,802
36938,351
36939,5516
36940,3994
36941,7486
36942,2076
36943,698
36944,11465
36945,16629
36946,5278
36947,784
36948,3704
36949,14611
36950,16146
36951,2467
36952,1338
36953,772
36954,3418
36955,11982
36956,764
36957,3146
36958,3109
36959,6682
36960,709
36961,5287
36962,3619
36963,1041
36964,1829
36965,6328
36966,802
36967,675
36968,844
36969,614
36970,6058
36971,1628
36972,2343
36973,2712
36974,1388
36975,6377
36976,1388
36977,7832
36978,564
36979,2282
36980,906
36981,9116
36982,771
36983,2930
36984,2737
