,carat,depth,table,x,y,z,color_le,cut_le,clarity_le
29223,0.4,58.7,59.0,4.78,4.82,2.82,1,4,3
29224,1.21,62.5,55.0,6.79,6.8,4.25,3,2,4
29225,1.01,63.4,57.0,6.32,6.39,4.03,5,4,4
29226,1.51,62.2,58.0,7.33,7.3,4.55,3,3,6
29227,0.35,61.9,55.0,4.54,4.5,2.8,0,2,5
29228,1.0,60.3,57.0,6.51,6.45,3.91,3,2,3
29229,0.43,60.1,58.0,4.93,4.89,2.95,0,3,2
29230,0.92,62.1,59.0,6.26,6.21,3.87,2,3,3
29231,0.51,61.8,60.0,5.08,5.12,3.15,3,2,4
29232,0.53,59.6,58.0,5.36,5.32,3.18,1,3,5
29233,0.32,61.6,55.0,4.42,4.45,2.73,1,2,7
29234,2.04,60.2,59.0,8.28,8.22,4.97,5,3,3
29235,1.7,63.2,57.0,7.63,7.55,4.8,6,4,2
29236,0.74,62.1,53.9,5.79,5.81,3.6,5,2,1
29237,0.46,61.8,56.0,4.93,4.97,3.06,6,2,6
29238,1.37,60.7,60.0,7.19,7.07,4.33,6,3,3
29239,0.32,62.1,56.0,4.4,4.43,2.74,3,4,4
29240,0.3,61.2,55.0,4.35,4.37,2.67,2,2,2
29241,0.54,64.1,55.0,5.15,5.11,3.29,0,1,2
29242,0.56,62.3,55.0,5.31,5.25,3.29,3,2,6
29243,0.25,57.7,62.0,4.16,4.19,2.41,1,4,6
29244,1.51,58.4,60.0,7.58,7.53,4.41,6,3,2
29245,0.72,62.1,58.0,5.72,5.75,3.56,4,2,1
29246,1.5,60.8,61.0,7.39,7.35,4.48,5,3,4
29247,0.55,62.1,56.0,5.2,5.26,3.25,4,2,2
29248,1.83,62.0,56.0,7.84,7.9,4.88,6,2,5
29249,0.91,62.4,56.0,6.2,6.14,3.85,4,2,5
29250,1.0,59.0,58.0,6.62,6.5,3.87,4,3,3
29251,0.31,62.1,54.0,4.36,4.37,2.71,3,2,1
29252,0.34,58.0,61.0,4.56,4.58,2.65,3,1,7
29253,0.71,61.2,57.0,5.73,5.77,3.52,2,4,4
29254,0.32,61.1,58.0,4.45,4.42,2.71,1,3,7
29255,0.75,63.2,57.0,5.78,5.74,3.64,2,4,4
29256,1.01,60.3,62.0,6.47,6.54,3.92,2,1,7
29257,0.5,62.1,58.0,5.08,5.03,3.14,0,3,5
29258,0.71,62.3,55.0,5.72,5.68,3.55,3,3,3
29259,0.41,61.8,57.0,4.78,4.76,2.95,1,2,5
29260,2.03,60.0,57.0,8.32,8.2,4.96,5,2,3
29261,0.31,62.3,59.0,4.35,4.29,2.69,5,3,4
29262,0.44,59.7,61.0,4.97,4.91,2.95,1,3,3
29263,0.71,64.2,56.0,5.62,5.66,3.62,5,1,4
29264,0.26,62.1,56.0,4.11,4.13,2.56,1,4,5
29265,0.24,65.1,58.0,3.86,3.88,2.52,2,1,1
29266,0.31,62.1,56.0,4.33,4.36,2.7,2,2,1
29267,0.27,61.8,57.0,4.16,4.12,2.56,1,2,7
29268,1.55,58.5,60.0,7.64,7.58,4.45,5,3,3
29269,0.51,56.6,59.0,5.37,5.26,3.01,1,1,5
29270,1.9,61.7,55.0,7.9,7.81,4.85,4,2,5
29271,2.01,60.3,60.0,8.08,8.11,4.88,2,4,3
29272,1.75,61.4,58.0,7.76,7.72,4.75,2,3,5
29273,1.0,61.5,58.0,6.37,6.45,3.94,4,3,2
29274,0.7,65.0,54.0,5.56,5.52,3.6,1,0,3
29275,2.01,61.8,59.0,8.15,8.07,5.01,0,3,3
29276,0.5,61.4,59.0,5.1,5.12,3.14,2,4,5
29277,2.01,59.8,63.0,8.14,8.11,4.86,5,4,4
29278,0.52,58.8,61.0,5.31,5.27,3.11,0,3,6
29279,0.55,60.1,59.0,5.36,5.29,3.2,1,3,5
29280,0.42,62.1,54.0,4.82,4.84,3.0,5,2,1
29281,0.33,61.7,55.0,4.46,4.49,2.76,2,2,7
29282,0.33,60.9,57.0,4.5,4.47,2.73,0,2,4
29283,1.2,63.3,54.0,6.78,6.72,4.27,6,2,3
29284,1.02,63.0,58.0,6.4,6.36,4.02,2,3,2
29285,1.16,60.7,57.0,6.83,6.77,4.13,6,2,2
29286,1.16,61.3,60.0,6.7,6.64,4.09,1,3,2
29287,0.7,61.0,59.0,5.67,5.7,3.47,0,4,2
29288,0.41,62.3,57.0,4.77,4.73,2.96,0,2,6
29289,0.31,61.7,56.0,4.38,4.34,2.69,3,2,3
29290,1.06,59.6,58.0,6.61,6.65,3.95,3,3,7
29291,0.44,61.9,59.0,4.85,4.9,3.02,2,4,3
29292,1.02,60.5,56.0,6.57,6.53,3.96,1,2,2
29293,0.3,62.3,54.1,4.28,4.34,2.69,1,2,7
29294,0.35,61.1,56.0,4.54,4.59,2.79,3,2,1
29295,0.3,61.9,55.0,4.31,4.32,2.67,2,2,5
29296,2.01,62.4,58.0,8.08,8.05,5.03,2,3,3
29297,0.71,65.4,59.0,5.62,5.58,3.66,0,0,4
29298,1.05,61.7,59.0,6.58,6.47,4.02,3,3,0
29299,1.07,61.7,57.0,6.61,6.55,4.06,1,2,7
29300,1.02,62.7,58.0,6.35,6.44,4.01,0,4,5
29301,2.03,60.9,60.0,8.21,8.1,4.97,6,3,3
29302,0.51,58.3,63.0,5.21,5.26,3.05,1,4,3
29303,0.4,63.3,57.0,4.67,4.71,2.97,5,1,6
29304,0.3,58.8,60.0,4.41,4.37,2.58,2,3,5
29305,0.32,62.0,58.0,4.4,4.37,2.72,5,3,4
29306,0.8,60.8,56.0,6.02,6.01,3.66,1,2,3
29307,1.34,61.1,59.0,7.05,7.12,4.33,5,4,2
29308,1.01,61.1,58.0,6.41,6.45,3.93,4,4,6
29309,0.4,59.6,61.0,4.74,4.76,2.83,3,4,2
29310,0.34,61.7,55.0,4.51,4.53,2.79,2,2,4
29311,0.42,61.1,55.0,4.82,4.86,2.96,0,2,3
29312,1.44,63.1,56.0,7.15,7.12,4.5,0,4,5
29313,0.43,61.8,56.0,4.81,4.83,2.98,0,2,5
29314,1.71,62.4,56.0,7.59,7.63,4.75,6,2,4
29315,1.09,63.6,56.0,6.53,6.56,4.16,4,1,2
29316,1.16,62.9,55.0,6.65,6.74,4.21,3,4,4
29317,0.41,62.1,60.0,4.78,4.72,2.95,3,3,4
29318,0.9,62.4,56.0,6.15,6.18,3.85,4,2,5
29319,1.6,59.4,59.0,7.61,7.55,4.5,1,3,3
29320,1.5,62.4,60.0,7.32,7.29,4.56,5,3,6
29321,0.29,61.5,56.0,4.25,4.28,2.62,3,2,6
29322,1.7,62.7,58.0,7.57,7.52,4.73,5,3,5
29323,1.05,62.3,59.0,6.5,6.46,4.04,2,3,5
29324,1.1,62.7,57.0,6.6,6.63,4.15,4,2,2
29325,0.51,62.2,55.0,5.15,5.17,3.21,0,2,4
29326,0.73,61.9,56.0,5.81,5.76,3.58,2,3,4
29327,0.57,62.2,60.0,5.28,5.3,3.29,3,4,5
29328,1.0,59.2,59.0,6.49,6.55,3.86,1,4,2
29329,1.24,61.0,59.0,6.93,6.97,4.24,0,3,3
29330,2.66,64.3,60.0,8.71,8.65,5.58,4,1,3
29331,0.3,61.9,59.0,4.28,4.25,2.64,3,3,7
29332,1.07,63.0,55.0,6.55,6.47,4.1,3,3,2
29333,0.62,61.9,54.0,5.48,5.5,3.4,5,2,2
29334,0.31,61.0,56.0,4.39,4.43,2.69,1,2,7
29335,0.35,61.6,56.0,4.53,4.49,2.78,0,2,2
29336,0.3,61.6,57.0,4.32,4.28,2.65,0,2,2
29337,0.38,62.7,58.0,4.56,4.6,2.87,2,1,5
29338,0.57,61.3,54.0,5.34,5.39,3.29,4,2,2
29339,0.4,62.2,62.0,4.66,4.69,2.91,1,4,2
29340,0.31,63.9,56.0,4.31,4.27,2.74,1,1,2
29341,0.71,62.8,64.0,5.6,5.54,3.5,1,1,2
29342,0.72,63.3,55.0,5.69,5.75,3.62,0,1,4
29343,1.1,61.2,56.0,6.71,6.64,4.08,2,2,7
29344,0.71,61.5,62.0,5.61,5.66,3.47,6,1,2
29345,0.32,61.5,56.0,4.42,4.4,2.71,5,2,7
29346,0.56,62.5,56.0,5.26,5.24,3.28,0,2,2
29347,0.54,62.6,59.0,5.19,5.22,3.26,4,3,4
29348,0.97,62.1,60.0,6.24,6.29,3.89,4,1,2
29349,0.9,58.8,60.0,6.22,6.26,3.67,2,1,2
29350,0.7,63.1,54.0,5.61,5.67,3.56,5,4,4
29351,0.8,61.2,56.0,6.01,5.98,3.67,2,2,4
29352,1.21,65.0,58.0,6.65,6.59,4.3,5,0,0
29353,0.8,61.6,58.0,5.99,6.03,3.7,5,2,5
29354,0.52,62.8,58.0,5.11,5.14,3.22,1,4,5
29355,1.13,62.0,57.0,6.68,6.62,4.12,4,3,5
29356,1.51,61.0,61.0,7.47,7.34,4.52,5,3,6
29357,1.01,63.8,57.0,6.27,6.34,4.02,3,1,5
29358,0.37,62.1,60.0,4.61,4.54,2.84,3,3,2
29359,0.44,61.5,56.0,4.92,4.9,3.02,1,2,5
29360,0.73,58.8,61.0,5.87,5.93,3.47,3,4,2
29361,2.14,58.2,61.0,8.5,8.45,4.93,2,3,3
29362,1.51,62.1,60.0,7.3,7.25,4.52,0,3,3
29363,1.5,61.6,55.0,7.37,7.43,4.56,4,4,5
29364,0.91,62.2,56.0,6.14,6.17,3.83,2,2,3
29365,0.92,60.7,58.0,6.3,6.25,3.81,5,3,2
29366,0.9,62.9,58.0,6.11,6.02,3.82,3,3,2
29367,0.79,60.1,60.0,6.04,5.98,3.61,4,3,2
29368,1.06,62.2,55.0,6.58,6.51,4.07,3,3,4
29369,0.34,60.3,57.0,4.53,4.56,2.74,1,4,2
29370,0.7,64.6,57.0,5.6,5.57,3.61,2,0,3
29371,1.01,59.7,58.0,6.53,6.57,3.91,5,4,4
29372,1.5,61.3,59.0,7.38,7.41,4.53,4,4,3
29373,1.27,61.7,56.0,6.9,7.03,4.3,3,2,6
29374,0.3,63.3,56.0,4.3,4.26,2.71,4,4,4
29375,0.52,61.4,57.0,5.17,5.21,3.19,6,2,5
29376,0.71,61.9,56.0,5.7,5.74,3.54,4,2,4
29377,1.65,60.8,56.0,7.65,7.7,4.67,3,2,5
29378,0.59,62.9,58.0,5.33,5.39,3.37,1,4,3
29379,1.03,59.7,55.0,6.6,6.64,3.95,4,2,2
29380,1.01,61.7,58.0,6.43,6.4,3.96,2,3,4
29381,1.06,58.4,62.0,6.65,6.7,3.9,5,4,3
29382,1.02,62.2,54.0,6.44,6.46,4.01,1,2,4
29383,0.35,62.3,57.0,4.52,4.5,2.81,0,2,2
29384,0.31,63.0,57.0,4.32,4.34,2.73,5,4,2
29385,1.01,63.2,64.0,6.34,6.28,3.99,3,1,5
29386,0.3,62.2,57.0,4.31,4.27,2.67,3,2,6
29387,1.02,61.4,58.0,6.48,6.45,3.97,1,3,2
29388,0.67,63.2,60.0,5.55,5.5,3.49,2,4,5
29389,2.0,61.5,57.0,8.04,8.0,4.93,4,2,3
29390,0.41,61.0,59.0,4.77,4.83,2.93,2,3,7
29391,0.92,63.1,58.0,6.11,6.16,3.87,0,1,2
29392,2.0,65.4,58.0,7.96,7.75,5.14,6,0,5
29393,0.51,62.4,56.0,5.11,5.14,3.2,3,2,5
29394,2.04,60.9,57.0,8.14,8.19,4.97,5,4,3
29395,0.72,61.3,55.0,5.75,5.84,3.55,1,2,3
29396,2.01,63.9,59.0,8.01,7.92,5.09,4,1,0
29397,0.9,63.6,57.0,6.09,6.12,3.88,3,4,2
29398,1.21,62.6,59.0,6.81,6.76,4.25,2,3,4
29399,1.03,62.0,57.0,6.47,6.44,4.0,1,2,2
29400,1.02,59.2,59.0,6.66,6.58,3.92,3,3,5
29401,1.01,63.2,59.0,6.25,6.28,3.96,1,1,2
29402,0.33,62.1,54.0,4.43,4.46,2.76,0,2,5
29403,0.54,61.6,57.0,5.23,5.26,3.23,1,2,2
29404,0.71,61.9,63.0,5.69,5.74,3.54,1,4,3
29405,1.52,60.6,58.0,7.38,7.44,4.49,1,3,4
29406,2.45,62.0,55.0,8.67,8.64,5.36,2,2,3
29407,0.41,61.3,60.0,4.81,4.75,2.93,3,3,2
29408,0.78,60.6,58.0,5.92,5.97,3.6,5,4,3
29409,0.7,59.5,58.0,5.82,5.72,3.44,2,3,3
29410,0.32,60.4,59.0,4.45,4.49,2.7,1,2,7
29411,1.0,62.6,58.0,6.37,6.4,4.0,2,3,4
29412,0.37,60.8,56.0,4.67,4.71,2.85,5,2,4
29413,0.31,62.4,60.0,4.28,4.31,2.68,2,4,6
29414,0.36,61.5,60.0,4.6,4.54,2.81,0,3,3
29415,0.36,60.3,59.0,4.62,4.57,2.77,2,3,3
29416,0.52,62.5,56.0,5.11,5.16,3.21,1,2,4
29417,0.24,61.6,57.0,3.99,4.02,2.46,3,2,1
29418,0.6,61.5,59.0,5.4,5.43,3.33,0,4,5
29419,1.01,59.0,61.0,6.62,6.56,3.89,3,3,5
29420,0.37,61.1,57.0,4.63,4.64,2.83,0,2,2
29421,1.11,62.5,54.0,6.62,6.63,4.13,1,2,2
29422,0.71,61.9,55.0,5.74,5.77,3.56,4,2,5
29423,1.71,63.3,53.0,7.54,7.59,4.79,2,4,2
29424,0.48,65.4,59.0,4.79,4.88,3.16,3,1,5
29425,0.9,63.2,59.0,6.06,6.13,3.85,2,1,3
29426,1.14,61.7,57.0,6.67,6.7,4.13,2,2,0
29427,0.9,62.4,57.0,6.11,6.16,3.83,2,4,3
29428,0.7,65.1,58.0,5.56,5.59,3.63,3,1,4
29429,1.11,62.4,57.0,6.57,6.6,4.11,6,2,2
29430,0.71,61.9,56.0,5.71,5.73,3.54,1,2,2
29431,0.8,63.8,59.0,5.87,5.83,3.73,2,1,2
29432,0.51,58.1,60.0,5.28,5.32,3.08,1,4,4
29433,0.81,62.7,56.0,5.91,5.96,3.72,3,4,3
29434,0.3,62.3,55.0,4.31,4.29,2.68,3,2,6
29435,1.34,62.3,60.0,7.05,7.02,4.38,4,3,5
29436,0.3,60.6,58.0,4.33,4.35,2.63,0,4,7
29437,0.37,60.2,60.0,4.7,4.6,2.8,2,3,3
29438,2.48,63.3,56.0,8.6,8.55,5.43,4,4,2
29439,0.34,61.8,57.0,4.46,4.44,2.75,4,2,6
29440,0.34,62.0,55.0,4.47,4.5,2.78,3,2,7
29441,0.3,62.9,55.0,4.24,4.28,2.68,3,4,7
29442,0.26,62.7,55.0,4.09,4.12,2.57,5,4,7
29443,0.76,59.0,70.0,5.89,5.8,3.46,3,0,4
29444,1.33,62.6,57.0,7.04,6.99,4.39,3,2,7
29445,0.71,61.6,57.0,5.72,5.75,3.53,6,2,2
29446,1.34,61.4,58.0,7.13,7.07,4.36,4,4,5
29447,0.5,62.5,60.0,5.08,5.06,3.17,3,3,4
29448,0.72,60.3,58.0,5.81,5.76,3.49,0,3,3
29449,1.82,62.2,56.0,7.83,7.96,4.91,6,4,4
29450,0.3,65.4,55.0,4.25,4.22,2.77,2,0,5
29451,0.5,64.0,56.0,5.02,5.04,3.22,0,1,5
29452,0.54,61.7,56.0,5.22,5.25,3.23,3,2,4
29453,1.02,63.8,53.0,6.46,6.37,4.09,2,1,3
29454,0.3,62.9,57.0,4.28,4.31,2.7,4,4,7
29455,0.32,60.9,56.0,4.41,4.43,2.69,1,2,6
29456,0.94,62.3,59.0,6.32,6.23,3.91,2,3,3
29457,0.71,60.9,57.0,5.74,5.76,3.5,0,2,4
29458,0.91,62.8,56.0,6.16,6.2,3.88,3,4,2
29459,1.23,62.4,61.0,6.85,6.8,4.26,4,3,5
29460,1.57,62.3,57.0,7.39,7.44,4.62,1,2,5
29461,0.5,62.2,58.0,5.03,4.87,3.1,1,3,2
29462,0.3,61.8,56.0,4.31,4.33,2.67,1,2,7
29463,1.04,59.2,61.0,6.68,6.63,3.94,3,3,2
29464,0.58,56.7,60.0,5.59,5.53,3.15,0,1,3
29465,0.5,62.5,58.0,5.07,5.11,3.18,3,3,4
29466,0.43,60.8,57.0,4.89,4.92,2.98,1,4,7
29467,0.31,62.5,54.0,4.34,4.37,2.72,1,2,7
29468,1.21,61.9,55.0,6.84,6.79,4.22,4,3,3
29469,1.01,63.4,58.0,6.29,6.4,4.02,3,4,2
29470,0.91,62.2,57.0,6.18,6.24,3.86,3,2,3
29471,1.1,61.3,58.0,6.66,6.61,4.07,4,3,4
29472,0.34,61.4,56.0,4.5,4.53,2.77,0,2,4
29473,0.42,60.4,60.0,4.82,4.88,2.93,5,4,4
29474,0.71,61.9,59.0,5.73,5.7,3.54,4,3,7
29475,2.0,60.8,59.0,8.13,8.02,4.91,5,3,4
29476,0.79,62.0,56.0,5.91,5.94,3.67,3,2,4
29477,0.71,65.6,61.0,5.46,5.37,3.55,3,0,3
29478,0.46,62.2,54.0,4.95,4.97,3.09,4,2,5
29479,0.36,60.0,62.0,4.62,4.58,2.76,4,3,5
29480,0.8,58.5,62.0,6.08,6.05,3.55,2,3,3
29481,1.44,62.1,55.0,7.25,7.2,4.49,4,3,3
29482,1.03,61.9,56.0,6.45,6.5,4.01,6,2,2
29483,0.3,63.2,59.0,4.31,4.27,2.71,4,4,4
29484,0.9,61.9,57.0,6.19,6.13,3.81,5,2,3
29485,0.51,62.3,57.0,5.12,5.09,3.18,0,2,5
29486,0.33,61.9,56.0,4.44,4.48,2.76,0,4,7
29487,1.51,61.2,58.0,7.4,7.36,4.52,4,3,5
29488,2.0,69.1,56.0,7.84,7.7,5.37,5,0,3
29489,0.47,61.9,59.0,4.99,4.96,3.08,6,3,3
29490,0.55,60.6,56.0,5.33,5.37,3.24,2,2,4
29491,1.18,63.3,58.0,6.69,6.73,4.25,5,4,1
29492,0.38,60.6,57.0,4.71,4.76,2.87,3,2,2
29493,1.0,60.9,57.0,6.43,6.47,3.93,5,2,3
29494,1.0,64.6,60.0,6.23,6.18,4.01,1,0,3
29495,0.31,62.7,53.0,4.33,4.35,2.72,5,2,6
29496,1.0,62.6,58.0,6.34,6.38,3.98,3,4,3
29497,0.72,59.5,57.0,5.91,5.86,3.5,2,2,5
29498,0.37,61.9,58.0,4.56,4.62,2.84,0,3,4
29499,0.41,61.3,57.0,4.77,4.79,2.93,2,2,4
29500,0.33,62.6,56.0,4.38,4.41,2.75,3,4,5
29501,1.38,63.7,58.0,7.06,7.01,4.48,6,1,3
29502,1.05,61.9,58.0,6.45,6.5,4.01,4,3,2
29503,0.52,61.9,61.0,5.11,5.13,3.17,3,4,6
29504,0.32,61.5,56.0,4.39,4.42,2.71,2,2,6
29505,1.02,62.7,55.0,6.43,6.37,4.01,2,3,4
29506,1.24,63.5,55.0,6.82,6.86,4.35,1,1,2
29507,0.7,61.6,56.0,5.73,5.67,3.51,2,2,2
29508,0.51,62.8,56.0,5.09,5.07,3.19,0,2,2
29509,0.5,63.4,58.0,5.06,5.04,3.2,1,4,5
29510,0.42,63.1,57.0,4.78,4.76,3.01,4,4,2
29511,1.16,61.9,56.0,6.73,6.77,4.18,3,2,3
29512,0.41,60.9,57.0,4.79,4.76,2.91,1,2,4
29513,0.78,64.9,55.2,5.75,5.82,3.76,3,0,3
29514,0.58,61.8,56.0,5.36,5.39,3.32,2,2,7
29515,0.7,61.1,57.0,5.73,5.76,3.51,4,2,3
29516,0.59,60.6,59.0,5.44,5.49,3.31,0,4,7
29517,0.61,59.5,57.0,5.55,5.51,3.29,3,2,3
29518,0.72,60.9,57.0,5.84,5.78,3.54,6,3,2
29519,0.32,62.2,54.0,4.37,4.41,2.73,4,2,1
29520,1.03,61.8,58.0,6.51,6.41,3.99,6,3,4
29521,0.32,61.3,57.0,4.45,4.42,2.72,1,2,5
29522,0.52,60.9,57.0,5.17,5.2,3.16,1,2,2
29523,0.43,61.8,56.0,4.84,4.87,3.0,2,2,2
29524,0.52,61.1,59.0,5.2,5.15,3.16,3,3,7
29525,0.32,61.2,56.0,4.43,4.39,2.7,0,2,7
29526,0.9,62.5,58.0,6.1,6.15,3.83,3,4,5
29527,0.31,61.6,57.0,4.35,4.32,2.67,1,2,4
29528,0.33,61.3,55.0,4.46,4.5,2.75,1,2,5
29529,0.58,62.1,55.0,5.38,5.35,3.33,4,3,2
29530,1.09,61.4,58.0,6.67,6.63,4.08,1,3,3
29531,2.2,58.2,59.0,8.52,8.47,4.94,4,3,3
29532,0.74,61.8,59.0,5.85,5.83,3.61,0,3,3
29533,0.71,61.5,61.0,5.7,5.75,3.52,1,4,7
29534,0.9,60.5,60.0,6.2,6.24,3.76,3,4,5
29535,0.45,62.3,58.0,4.86,4.84,3.02,5,3,4
29536,0.53,61.6,57.0,5.21,5.18,3.2,5,2,4
29537,0.32,58.8,62.0,4.48,4.43,2.62,2,3,5
29538,0.57,61.6,54.0,5.35,5.37,3.3,3,2,3
29539,1.23,60.6,57.0,6.98,6.94,4.22,4,2,3
29540,0.8,63.8,56.0,5.85,5.91,3.75,4,4,2
29541,1.5,64.3,55.0,7.24,7.19,4.64,5,1,2
29542,0.74,58.4,60.0,6.03,6.06,3.53,2,1,6
29543,0.58,61.2,56.0,5.37,5.41,3.3,3,2,5
29544,0.37,61.5,56.0,4.59,4.62,2.83,1,2,5
29545,1.5,63.3,58.0,7.27,7.23,4.59,6,4,0
29546,0.77,61.7,56.0,5.85,5.91,3.63,2,2,2
29547,1.09,43.0,54.0,6.53,6.55,4.12,6,2,5
29548,0.41,62.2,58.0,4.77,4.71,2.95,0,3,6
29549,0.32,61.4,55.0,4.43,4.46,2.73,1,4,1
29550,1.0,60.5,56.0,6.48,6.45,3.91,2,3,2
29551,2.37,62.2,57.0,8.58,8.52,5.32,6,2,5
29552,1.25,60.5,58.0,7.0,6.96,4.22,5,3,3
29553,0.32,61.1,53.0,4.44,4.4,2.7,3,2,6
29554,0.41,62.7,60.0,4.71,4.75,2.96,3,4,5
29555,1.07,61.9,58.0,6.54,6.55,4.05,3,3,5
29556,1.1,61.7,56.0,6.65,6.64,4.1,0,3,7
29557,1.18,61.8,58.0,6.79,6.74,4.18,4,3,2
29558,0.58,61.6,57.0,5.34,5.37,3.3,4,2,1
29559,1.7,62.2,56.0,7.64,7.61,4.74,6,2,5
29560,1.07,61.7,56.0,6.59,6.57,4.06,5,2,2
29561,0.39,61.3,60.0,4.68,4.65,2.86,6,3,5
29562,1.21,62.8,55.0,6.78,6.82,4.27,4,2,6
29563,1.26,61.9,56.0,6.92,6.98,4.3,3,2,2
29564,0.75,61.7,58.0,5.85,5.88,3.62,2,3,2
29565,0.4,62.8,54.0,4.7,4.72,2.96,5,2,1
29566,0.71,59.5,57.0,5.87,5.82,3.48,1,2,3
29567,0.3,60.6,58.0,4.36,4.32,2.63,0,3,5
29568,0.36,63.3,56.0,4.53,4.5,2.86,3,4,2
29569,0.5,63.4,56.0,5.1,5.05,3.22,0,4,5
29570,0.28,60.2,58.0,4.24,4.27,2.56,1,4,7
29571,0.56,63.3,56.0,5.26,5.22,3.32,2,4,2
29572,0.34,61.4,56.0,4.53,4.5,2.77,0,2,5
29573,0.4,63.6,55.0,4.67,4.7,2.98,1,4,7
29574,1.32,62.1,57.0,6.99,7.09,4.37,5,4,2
29575,0.35,63.0,57.0,4.51,4.48,2.83,0,2,4
29576,0.55,61.1,57.0,5.27,5.3,3.23,2,2,5
29577,1.0,56.3,64.0,6.58,6.54,3.69,6,0,3
29578,0.7,61.1,60.0,5.69,5.56,3.44,1,3,2
29579,0.35,60.5,56.0,4.59,4.56,2.77,4,2,1
29580,1.0,57.6,62.0,6.62,6.5,3.78,0,1,2
29581,0.24,61.0,57.0,4.04,4.07,2.47,2,2,1
29582,2.0,60.5,59.0,8.09,8.14,4.94,1,4,2
29583,0.32,61.6,55.0,4.42,4.44,2.73,4,4,7
29584,1.01,62.6,56.0,6.41,6.44,4.02,3,2,5
29585,1.5,61.8,57.0,7.34,7.31,4.53,4,3,3
29586,0.32,62.1,54.0,4.41,4.45,2.75,4,2,1
29587,1.52,62.3,60.0,7.34,7.28,4.56,3,3,0
29588,1.02,61.4,57.0,6.45,6.49,3.98,3,2,4
29589,1.75,62.1,56.0,7.72,7.69,4.79,5,2,7
29590,1.5,62.8,57.0,7.25,7.3,4.57,4,4,5
29591,0.32,62.6,58.0,4.38,4.4,2.75,5,4,4
29592,0.41,60.2,59.0,4.84,4.79,2.9,3,3,4
29593,0.36,62.0,56.0,4.61,4.55,2.84,0,2,2
29594,2.19,62.6,58.0,8.24,8.33,5.19,5,4,2
29595,0.34,62.0,56.0,4.47,4.5,2.78,0,2,2
29596,0.34,60.1,57.0,4.58,4.54,2.74,3,2,1
29597,0.34,61.2,55.0,4.49,4.53,2.76,4,2,5
29598,1.24,58.3,58.0,7.09,7.15,4.15,4,1,5
29599,2.0,62.3,57.0,8.12,8.05,5.03,5,3,3
29600,1.05,59.8,59.0,6.65,6.62,3.97,1,3,1
29601,0.91,62.5,60.0,6.05,6.08,3.79,3,1,3
29602,1.56,62.2,58.0,7.37,7.42,4.6,0,2,2
29603,1.06,62.7,56.0,6.52,6.47,4.07,2,2,3
29604,0.26,63.2,56.0,4.06,4.1,2.58,1,4,5
29605,0.78,61.6,56.0,5.94,5.91,3.64,4,2,5
29606,0.42,61.6,55.0,4.83,4.85,2.98,5,2,2
29607,1.52,58.1,62.0,7.61,7.56,4.41,5,3,2
29608,0.3,62.9,58.0,4.27,4.22,2.67,1,3,5
29609,1.5,65.5,53.0,7.14,7.11,4.67,4,0,3
29610,1.51,62.3,53.7,7.33,7.37,4.58,4,2,2
29611,0.32,61.7,55.0,4.39,4.42,2.72,0,2,3
29612,0.41,61.8,57.0,4.75,4.8,2.95,0,2,4
29613,0.33,63.2,57.0,4.44,4.39,2.79,3,4,2
29614,1.6,61.0,57.0,7.54,7.6,4.62,2,2,2
29615,0.42,62.2,59.0,4.79,4.76,2.97,1,3,4
29616,0.28,62.2,54.0,4.21,4.24,2.63,3,2,5
29617,1.0,62.3,60.0,6.38,6.34,3.96,4,3,2
29618,0.8,63.8,59.0,5.83,5.87,3.73,2,1,2
29619,0.42,63.1,56.0,4.79,4.82,3.03,2,1,2
29620,1.69,60.2,61.0,7.79,7.7,4.66,6,3,0
29621,0.62,61.1,56.0,5.48,5.52,3.36,4,2,6
29622,0.31,64.2,60.0,4.28,4.22,2.73,1,1,1
29623,0.7,63.2,55.0,5.62,5.65,3.56,0,4,2
29624,0.5,60.9,59.0,5.14,5.11,3.12,4,3,5
29625,0.31,62.0,56.0,4.35,4.39,2.71,0,2,2
29626,1.41,63.7,58.0,7.06,7.01,4.48,2,1,2
29627,0.73,61.7,54.0,5.76,5.82,3.57,2,2,7
29628,0.52,62.6,58.0,5.13,5.1,3.2,3,3,2
29629,0.8,61.2,53.0,5.98,6.05,3.68,4,4,5
29630,1.0,63.1,57.0,6.37,6.33,4.01,2,4,2
29631,0.32,61.9,57.0,4.39,4.41,2.73,3,4,7
29632,0.37,62.0,56.0,4.6,4.59,2.85,0,2,6
29633,0.61,62.1,54.2,5.43,5.45,3.38,1,2,7
29634,0.61,61.2,56.0,5.5,5.48,3.36,1,2,2
29635,1.51,63.1,56.0,7.32,7.26,4.6,2,4,7
29636,1.11,61.8,56.0,6.66,6.69,4.12,3,2,7
29637,0.34,61.2,56.0,4.53,4.55,2.78,3,2,1
29638,0.51,62.8,57.0,5.09,5.07,3.19,2,2,2
29639,2.09,61.7,59.0,8.21,8.23,5.07,2,3,3
29640,0.57,61.6,55.0,5.32,5.36,3.29,1,2,4
29641,0.3,62.4,57.0,4.26,4.24,2.65,1,2,5
29642,0.3,60.4,58.0,4.4,4.34,2.64,5,3,4
29643,1.62,62.2,57.0,7.51,7.57,4.69,5,2,3
29644,0.3,60.1,60.0,4.3,4.32,2.59,1,4,1
29645,0.32,60.7,56.0,4.46,4.43,2.7,3,2,4
